sov_line_id,description,scheduled_value,previous_billed,this_period,total_billed,pct_complete,balance_to_finish,project_id,application_number
PRJ-2024-001-SOV-15,Closeout Documentation & Training,432800,408600,3800,412400,95.3,20400,PRJ-2024-001,18
PRJ-2024-001-SOV-03,Ductwork - Fabrication,3024300,2967300,51600,3018900,99.8,5400,PRJ-2024-001,19
PRJ-2024-001-SOV-04,Ductwork - Installation,4202000,4120500,76100,4196600,99.9,5400,PRJ-2024-001,19
PRJ-2024-001-SOV-05,Piping - Hydronic Systems,3469400,3403300,60700,3464000,99.8,5400,PRJ-2024-001,19
PRJ-2024-001-SOV-06,Piping - Refrigerant,2082000,2042600,33000,2075600,99.7,6400,PRJ-2024-001,19
PRJ-2024-001-SOV-07,Equipment - RTUs/AHUs,5488800,5393200,80400,5473600,99.7,15200,PRJ-2024-001,19
PRJ-2024-001-SOV-08,Equipment - Chillers/Boilers,3561600,3492200,66100,3558300,99.9,3300,PRJ-2024-001,19
PRJ-2024-001-SOV-09,Equipment - Terminal Units (VAV/FCU),2640400,2588900,47000,2635900,99.8,4500,PRJ-2024-001,19
PRJ-2024-001-SOV-10,Controls - DDC/BAS Installation,2408700,2302000,50000,2352000,97.6,56700,PRJ-2024-001,19
PRJ-2024-001-SOV-11,Controls - Programming & Commissioning,1604700,1533100,31000,1564100,97.5,40600,PRJ-2024-001,19
PRJ-2024-001-SOV-12,Insulation,1868500,1785000,34500,1819500,97.4,49000,PRJ-2024-001,19
PRJ-2024-001-SOV-13,"Testing, Adjusting & Balancing (TAB)",785400,748900,19600,768500,97.8,16900,PRJ-2024-001,19
PRJ-2024-001-SOV-14,Startup & Commissioning Support,820400,782200,18500,800700,97.6,19700,PRJ-2024-001,19
PRJ-2024-001-SOV-15,Closeout Documentation & Training,432800,412400,10300,422700,97.7,10100,PRJ-2024-001,19
PRJ-2024-002-SOV-01,General Conditions & Project Management,2017400,0,215300,215300,10.7,1802100,PRJ-2024-002,2
PRJ-2024-002-SOV-02,Submittals & Engineering,1003300,0,101000,101000,10.1,902300,PRJ-2024-002,2
PRJ-2024-002-SOV-03,Ductwork - Fabrication,2939700,0,238600,238600,8.1,2701100,PRJ-2024-002,2
PRJ-2024-002-SOV-04,Ductwork - Installation,3517700,0,262500,262500,7.5,3255200,PRJ-2024-002,2
PRJ-2024-002-SOV-05,Piping - Hydronic Systems,2695500,0,209200,209200,7.8,2486300,PRJ-2024-002,2
PRJ-2024-002-SOV-06,Piping - Refrigerant,1984300,0,160600,160600,8.1,1823700,PRJ-2024-002,2
PRJ-2024-002-SOV-07,Equipment - RTUs/AHUs,4539000,0,362100,362100,8.0,4176900,PRJ-2024-002,2
PRJ-2024-002-SOV-08,Equipment - Chillers/Boilers,2827000,0,232700,232700,8.2,2594300,PRJ-2024-002,2
PRJ-2024-002-SOV-09,Equipment - Terminal Units (VAV/FCU),2461900,0,178700,178700,7.3,2283200,PRJ-2024-002,2
PRJ-2024-002-SOV-01,General Conditions & Project Management,2017400,215300,191900,407200,20.2,1610200,PRJ-2024-002,3
PRJ-2024-002-SOV-02,Submittals & Engineering,1003300,101000,99400,200400,20.0,802900,PRJ-2024-002,3
PRJ-2024-002-SOV-03,Ductwork - Fabrication,2939700,238600,236200,474800,16.2,2464900,PRJ-2024-002,3
PRJ-2024-002-SOV-04,Ductwork - Installation,3517700,262500,296500,559000,15.9,2958700,PRJ-2024-002,3
PRJ-2024-002-SOV-05,Piping - Hydronic Systems,2695500,209200,207100,416300,15.4,2279200,PRJ-2024-002,3
PRJ-2024-002-SOV-06,Piping - Refrigerant,1984300,160600,148900,309500,15.6,1674800,PRJ-2024-002,3
PRJ-2024-002-SOV-07,Equipment - RTUs/AHUs,4539000,362100,376500,738600,16.3,3800400,PRJ-2024-002,3
PRJ-2024-002-SOV-08,Equipment - Chillers/Boilers,2827000,232700,222300,455000,16.1,2372000,PRJ-2024-002,3
PRJ-2024-002-SOV-09,Equipment - Terminal Units (VAV/FCU),2461900,178700,220700,399400,16.2,2062500,PRJ-2024-002,3
PRJ-2024-002-SOV-10,Controls - DDC/BAS Installation,1809200,0,34200,34200,1.9,1775000,PRJ-2024-002,3
PRJ-2024-002-SOV-11,Controls - Programming & Commissioning,1136500,0,21600,21600,1.9,1114900,PRJ-2024-002,3
PRJ-2024-002-SOV-12,Insulation,1655300,0,31500,31500,1.9,1623800,PRJ-2024-002,3
PRJ-2024-002-SOV-01,General Conditions & Project Management,2017400,407200,224100,631300,31.3,1386100,PRJ-2024-002,4
PRJ-2024-002-SOV-02,Submittals & Engineering,1003300,200400,110700,311100,31.0,692200,PRJ-2024-002,4
PRJ-2024-002-SOV-03,Ductwork - Fabrication,2939700,474800,255400,730200,24.8,2209500,PRJ-2024-002,4
PRJ-2024-002-SOV-04,Ductwork - Installation,3517700,559000,308000,867000,24.6,2650700,PRJ-2024-002,4
PRJ-2024-002-SOV-05,Piping - Hydronic Systems,2695500,416300,225500,641800,23.8,2053700,PRJ-2024-002,4
PRJ-2024-002-SOV-06,Piping - Refrigerant,1984300,309500,166800,476300,24.0,1508000,PRJ-2024-002,4
PRJ-2024-002-SOV-07,Equipment - RTUs/AHUs,4539000,738600,388400,1127000,24.8,3412000,PRJ-2024-002,4
PRJ-2024-002-SOV-08,Equipment - Chillers/Boilers,2827000,455000,216900,671900,23.8,2155100,PRJ-2024-002,4
PRJ-2024-002-SOV-09,Equipment - Terminal Units (VAV/FCU),2461900,399400,206800,606200,24.6,1855700,PRJ-2024-002,4
PRJ-2024-002-SOV-10,Controls - DDC/BAS Installation,1809200,34200,149300,183500,10.1,1625700,PRJ-2024-002,4
PRJ-2024-002-SOV-11,Controls - Programming & Commissioning,1136500,21600,104500,126100,11.1,1010400,PRJ-2024-002,4
PRJ-2024-002-SOV-12,Insulation,1655300,31500,143300,174800,10.6,1480500,PRJ-2024-002,4
PRJ-2024-002-SOV-01,General Conditions & Project Management,2017400,631300,196600,827900,41.0,1189500,PRJ-2024-002,5
PRJ-2024-002-SOV-02,Submittals & Engineering,1003300,311100,98100,409200,40.8,594100,PRJ-2024-002,5
PRJ-2024-002-SOV-03,Ductwork - Fabrication,2939700,730200,194300,924500,31.4,2015200,PRJ-2024-002,5
PRJ-2024-002-SOV-04,Ductwork - Installation,3517700,867000,213800,1080800,30.7,2436900,PRJ-2024-002,5
PRJ-2024-002-SOV-05,Piping - Hydronic Systems,2695500,641800,184600,826400,30.7,1869100,PRJ-2024-002,5
PRJ-2024-002-SOV-06,Piping - Refrigerant,1984300,476300,132900,609200,30.7,1375100,PRJ-2024-002,5
PRJ-2024-002-SOV-07,Equipment - RTUs/AHUs,4539000,1127000,296000,1423000,31.4,3116000,PRJ-2024-002,5
PRJ-2024-002-SOV-08,Equipment - Chillers/Boilers,2827000,671900,195300,867200,30.7,1959800,PRJ-2024-002,5
PRJ-2024-002-SOV-09,Equipment - Terminal Units (VAV/FCU),2461900,606200,163400,769600,31.3,1692300,PRJ-2024-002,5
PRJ-2024-002-SOV-10,Controls - DDC/BAS Installation,1809200,183500,152000,335500,18.5,1473700,PRJ-2024-002,5
PRJ-2024-002-SOV-11,Controls - Programming & Commissioning,1136500,126100,88200,214300,18.9,922200,PRJ-2024-002,5
PRJ-2024-002-SOV-12,Insulation,1655300,174800,129100,303900,18.4,1351400,PRJ-2024-002,5
PRJ-2024-002-SOV-13,"Testing, Adjusting & Balancing (TAB)",618500,0,12500,12500,2.0,606000,PRJ-2024-002,5
PRJ-2024-002-SOV-14,Startup & Commissioning Support,592300,0,12500,12500,2.1,579800,PRJ-2024-002,5
PRJ-2024-002-SOV-15,Closeout Documentation & Training,462400,0,9700,9700,2.1,452700,PRJ-2024-002,5
PRJ-2024-002-SOV-01,General Conditions & Project Management,2017400,827900,111300,939200,46.6,1078200,PRJ-2024-002,6
PRJ-2024-002-SOV-02,Submittals & Engineering,1003300,409200,51400,460600,45.9,542700,PRJ-2024-002,6
PRJ-2024-002-SOV-03,Ductwork - Fabrication,2939700,924500,117400,1041900,35.4,1897800,PRJ-2024-002,6
PRJ-2024-002-SOV-04,Ductwork - Installation,3517700,1080800,156100,1236900,35.2,2280800,PRJ-2024-002,6
PRJ-2024-002-SOV-05,Piping - Hydronic Systems,2695500,826400,128900,955300,35.4,1740200,PRJ-2024-002,6
PRJ-2024-002-SOV-06,Piping - Refrigerant,1984300,609200,95400,704600,35.5,1279700,PRJ-2024-002,6
PRJ-2024-002-SOV-07,Equipment - RTUs/AHUs,4539000,1423000,192000,1615000,35.6,2924000,PRJ-2024-002,6
PRJ-2024-002-SOV-08,Equipment - Chillers/Boilers,2827000,867200,141600,1008800,35.7,1818200,PRJ-2024-002,6
PRJ-2024-002-SOV-09,Equipment - Terminal Units (VAV/FCU),2461900,769600,100100,869700,35.3,1592200,PRJ-2024-002,6
PRJ-2024-002-SOV-10,Controls - DDC/BAS Installation,1809200,335500,90300,425800,23.5,1383400,PRJ-2024-002,6
PRJ-2024-002-SOV-11,Controls - Programming & Commissioning,1136500,214300,56700,271000,23.8,865500,PRJ-2024-002,6
PRJ-2024-002-SOV-12,Insulation,1655300,303900,84300,388200,23.5,1267100,PRJ-2024-002,6
PRJ-2024-002-SOV-13,"Testing, Adjusting & Balancing (TAB)",618500,12500,35900,48400,7.8,570100,PRJ-2024-002,6
PRJ-2024-002-SOV-14,Startup & Commissioning Support,592300,12500,34100,46600,7.9,545700,PRJ-2024-002,6
PRJ-2024-002-SOV-15,Closeout Documentation & Training,462400,9700,25800,35500,7.7,426900,PRJ-2024-002,6
PRJ-2024-002-SOV-01,General Conditions & Project Management,2017400,939200,103000,1042200,51.7,975200,PRJ-2024-002,7
PRJ-2024-002-SOV-02,Submittals & Engineering,1003300,460600,53500,514100,51.2,489200,PRJ-2024-002,7
PRJ-2024-002-SOV-03,Ductwork - Fabrication,2939700,1041900,114900,1156800,39.4,1782900,PRJ-2024-002,7
PRJ-2024-002-SOV-04,Ductwork - Installation,3517700,1236900,148000,1384900,39.4,2132800,PRJ-2024-002,7
PRJ-2024-002-SOV-05,Piping - Hydronic Systems,2695500,955300,120800,1076100,39.9,1619400,PRJ-2024-002,7
PRJ-2024-002-SOV-06,Piping - Refrigerant,1984300,704600,84500,789100,39.8,1195200,PRJ-2024-002,7
PRJ-2024-002-SOV-07,Equipment - RTUs/AHUs,4539000,1615000,181800,1796800,39.6,2742200,PRJ-2024-002,7
PRJ-2024-002-SOV-08,Equipment - Chillers/Boilers,2827000,1008800,112600,1121400,39.7,1705600,PRJ-2024-002,7
PRJ-2024-002-SOV-09,Equipment - Terminal Units (VAV/FCU),2461900,869700,100900,970600,39.4,1491300,PRJ-2024-002,7
PRJ-2024-002-SOV-10,Controls - DDC/BAS Installation,1809200,425800,86000,511800,28.3,1297400,PRJ-2024-002,7
PRJ-2024-002-SOV-11,Controls - Programming & Commissioning,1136500,271000,52100,323100,28.4,813400,PRJ-2024-002,7
PRJ-2024-002-SOV-12,Insulation,1655300,388200,81400,469600,28.4,1185700,PRJ-2024-002,7
PRJ-2024-002-SOV-13,"Testing, Adjusting & Balancing (TAB)",618500,48400,32600,81000,13.1,537500,PRJ-2024-002,7
PRJ-2024-002-SOV-14,Startup & Commissioning Support,592300,46600,31200,77800,13.1,514500,PRJ-2024-002,7
PRJ-2024-002-SOV-15,Closeout Documentation & Training,462400,35500,28800,64300,13.9,398100,PRJ-2024-002,7
PRJ-2024-002-SOV-01,General Conditions & Project Management,2017400,1042200,100600,1142800,56.6,874600,PRJ-2024-002,8
PRJ-2024-002-SOV-02,Submittals & Engineering,1003300,514100,61400,575500,57.4,427800,PRJ-2024-002,8
PRJ-2024-002-SOV-03,Ductwork - Fabrication,2939700,1156800,124900,1281700,43.6,1658000,PRJ-2024-002,8
PRJ-2024-002-SOV-04,Ductwork - Installation,3517700,1384900,146900,1531800,43.5,1985900,PRJ-2024-002,8
PRJ-2024-002-SOV-05,Piping - Hydronic Systems,2695500,1076100,100800,1176900,43.7,1518600,PRJ-2024-002,8
PRJ-2024-002-SOV-06,Piping - Refrigerant,1984300,789100,82100,871200,43.9,1113100,PRJ-2024-002,8
PRJ-2024-002-SOV-07,Equipment - RTUs/AHUs,4539000,1796800,179700,1976500,43.5,2562500,PRJ-2024-002,8
PRJ-2024-002-SOV-08,Equipment - Chillers/Boilers,2827000,1121400,124800,1246200,44.1,1580800,PRJ-2024-002,8
PRJ-2024-002-SOV-09,Equipment - Terminal Units (VAV/FCU),2461900,970600,99600,1070200,43.5,1391700,PRJ-2024-002,8
PRJ-2024-002-SOV-10,Controls - DDC/BAS Installation,1809200,511800,93900,605700,33.5,1203500,PRJ-2024-002,8
PRJ-2024-002-SOV-11,Controls - Programming & Commissioning,1136500,323100,50800,373900,32.9,762600,PRJ-2024-002,8
PRJ-2024-002-SOV-12,Insulation,1655300,469600,85300,554900,33.5,1100400,PRJ-2024-002,8
PRJ-2024-002-SOV-13,"Testing, Adjusting & Balancing (TAB)",618500,81000,35900,116900,18.9,501600,PRJ-2024-002,8
PRJ-2024-002-SOV-14,Startup & Commissioning Support,592300,77800,35800,113600,19.2,478700,PRJ-2024-002,8
PRJ-2024-002-SOV-15,Closeout Documentation & Training,462400,64300,24200,88500,19.1,373900,PRJ-2024-002,8
PRJ-2024-002-SOV-01,General Conditions & Project Management,2017400,1142800,117000,1259800,62.4,757600,PRJ-2024-002,9
PRJ-2024-002-SOV-02,Submittals & Engineering,1003300,575500,47400,622900,62.1,380400,PRJ-2024-002,9
PRJ-2024-002-SOV-03,Ductwork - Fabrication,2939700,1281700,128500,1410200,48.0,1529500,PRJ-2024-002,9
PRJ-2024-002-SOV-04,Ductwork - Installation,3517700,1531800,159000,1690800,48.1,1826900,PRJ-2024-002,9
PRJ-2024-002-SOV-05,Piping - Hydronic Systems,2695500,1176900,121800,1298700,48.2,1396800,PRJ-2024-002,9
PRJ-2024-002-SOV-06,Piping - Refrigerant,1984300,871200,77900,949100,47.8,1035200,PRJ-2024-002,9
PRJ-2024-002-SOV-07,Equipment - RTUs/AHUs,4539000,1976500,197000,2173500,47.9,2365500,PRJ-2024-002,9
PRJ-2024-002-SOV-08,Equipment - Chillers/Boilers,2827000,1246200,105400,1351600,47.8,1475400,PRJ-2024-002,9
PRJ-2024-002-SOV-09,Equipment - Terminal Units (VAV/FCU),2461900,1070200,115600,1185800,48.2,1276100,PRJ-2024-002,9
PRJ-2024-002-SOV-10,Controls - DDC/BAS Installation,1809200,605700,76800,682500,37.7,1126700,PRJ-2024-002,9
PRJ-2024-002-SOV-11,Controls - Programming & Commissioning,1136500,373900,57500,431400,38.0,705100,PRJ-2024-002,9
PRJ-2024-002-SOV-12,Insulation,1655300,554900,72500,627400,37.9,1027900,PRJ-2024-002,9
PRJ-2024-002-SOV-13,"Testing, Adjusting & Balancing (TAB)",618500,116900,35800,152700,24.7,465800,PRJ-2024-002,9
PRJ-2024-002-SOV-14,Startup & Commissioning Support,592300,113600,33200,146800,24.8,445500,PRJ-2024-002,9
PRJ-2024-002-SOV-15,Closeout Documentation & Training,462400,88500,26200,114700,24.8,347700,PRJ-2024-002,9
PRJ-2024-002-SOV-01,General Conditions & Project Management,2017400,1259800,106600,1366400,67.7,651000,PRJ-2024-002,10
PRJ-2024-002-SOV-02,Submittals & Engineering,1003300,622900,55200,678100,67.6,325200,PRJ-2024-002,10
PRJ-2024-002-SOV-03,Ductwork - Fabrication,2939700,1410200,118600,1528800,52.0,1410900,PRJ-2024-002,10
PRJ-2024-002-SOV-04,Ductwork - Installation,3517700,1690800,147700,1838500,52.3,1679200,PRJ-2024-002,10
PRJ-2024-002-SOV-05,Piping - Hydronic Systems,2695500,1298700,109800,1408500,52.3,1287000,PRJ-2024-002,10
PRJ-2024-002-SOV-06,Piping - Refrigerant,1984300,949100,84400,1033500,52.1,950800,PRJ-2024-002,10
PRJ-2024-002-SOV-07,Equipment - RTUs/AHUs,4539000,2173500,194400,2367900,52.2,2171100,PRJ-2024-002,10
PRJ-2024-002-SOV-08,Equipment - Chillers/Boilers,2827000,1351600,115800,1467400,51.9,1359600,PRJ-2024-002,10
PRJ-2024-002-SOV-09,Equipment - Terminal Units (VAV/FCU),2461900,1185800,99400,1285200,52.2,1176700,PRJ-2024-002,10
PRJ-2024-002-SOV-10,Controls - DDC/BAS Installation,1809200,682500,86600,769100,42.5,1040100,PRJ-2024-002,10
PRJ-2024-002-SOV-11,Controls - Programming & Commissioning,1136500,431400,51600,483000,42.5,653500,PRJ-2024-002,10
PRJ-2024-002-SOV-12,Insulation,1655300,627400,74500,701900,42.4,953400,PRJ-2024-002,10
PRJ-2024-002-SOV-13,"Testing, Adjusting & Balancing (TAB)",618500,152700,42000,194700,31.5,423800,PRJ-2024-002,10
PRJ-2024-002-SOV-14,Startup & Commissioning Support,592300,146800,35400,182200,30.8,410100,PRJ-2024-002,10
PRJ-2024-002-SOV-15,Closeout Documentation & Training,462400,114700,28800,143500,31.0,318900,PRJ-2024-002,10
PRJ-2024-002-SOV-01,General Conditions & Project Management,2017400,1366400,114700,1481100,73.4,536300,PRJ-2024-002,11
PRJ-2024-002-SOV-02,Submittals & Engineering,1003300,678100,52900,731000,72.9,272300,PRJ-2024-002,11
PRJ-2024-002-SOV-03,Ductwork - Fabrication,2939700,1528800,119400,1648200,56.1,1291500,PRJ-2024-002,11
PRJ-2024-002-SOV-04,Ductwork - Installation,3517700,1838500,131900,1970400,56.0,1547300,PRJ-2024-002,11
PRJ-2024-002-SOV-05,Piping - Hydronic Systems,2695500,1408500,104800,1513300,56.1,1182200,PRJ-2024-002,11
PRJ-2024-002-SOV-06,Piping - Refrigerant,1984300,1033500,90800,1124300,56.7,860000,PRJ-2024-002,11
PRJ-2024-002-SOV-07,Equipment - RTUs/AHUs,4539000,2367900,187800,2555700,56.3,1983300,PRJ-2024-002,11
PRJ-2024-002-SOV-08,Equipment - Chillers/Boilers,2827000,1467400,134000,1601400,56.6,1225600,PRJ-2024-002,11
PRJ-2024-002-SOV-09,Equipment - Terminal Units (VAV/FCU),2461900,1285200,104600,1389800,56.5,1072100,PRJ-2024-002,11
PRJ-2024-002-SOV-10,Controls - DDC/BAS Installation,1809200,769100,97400,866500,47.9,942700,PRJ-2024-002,11
PRJ-2024-002-SOV-11,Controls - Programming & Commissioning,1136500,483000,57200,540200,47.5,596300,PRJ-2024-002,11
PRJ-2024-002-SOV-12,Insulation,1655300,701900,88500,790400,47.7,864900,PRJ-2024-002,11
PRJ-2024-002-SOV-13,"Testing, Adjusting & Balancing (TAB)",618500,194700,31200,225900,36.5,392600,PRJ-2024-002,11
PRJ-2024-002-SOV-14,Startup & Commissioning Support,592300,182200,38800,221000,37.3,371300,PRJ-2024-002,11
PRJ-2024-002-SOV-15,Closeout Documentation & Training,462400,143500,26800,170300,36.8,292100,PRJ-2024-002,11
PRJ-2024-002-SOV-01,General Conditions & Project Management,2017400,1481100,109800,1590900,78.9,426500,PRJ-2024-002,12
PRJ-2024-002-SOV-02,Submittals & Engineering,1003300,731000,60400,791400,78.9,211900,PRJ-2024-002,12
PRJ-2024-002-SOV-03,Ductwork - Fabrication,2939700,1648200,132200,1780400,60.6,1159300,PRJ-2024-002,12
PRJ-2024-002-SOV-04,Ductwork - Installation,3517700,1970400,156500,2126900,60.5,1390800,PRJ-2024-002,12
PRJ-2024-002-SOV-05,Piping - Hydronic Systems,2695500,1513300,117200,1630500,60.5,1065000,PRJ-2024-002,12
PRJ-2024-002-SOV-06,Piping - Refrigerant,1984300,1124300,73000,1197300,60.3,787000,PRJ-2024-002,12
PRJ-2024-002-SOV-07,Equipment - RTUs/AHUs,4539000,2555700,183500,2739200,60.3,1799800,PRJ-2024-002,12
PRJ-2024-002-SOV-08,Equipment - Chillers/Boilers,2827000,1601400,111500,1712900,60.6,1114100,PRJ-2024-002,12
PRJ-2024-002-SOV-09,Equipment - Terminal Units (VAV/FCU),2461900,1389800,100200,1490000,60.5,971900,PRJ-2024-002,12
PRJ-2024-002-SOV-10,Controls - DDC/BAS Installation,1809200,866500,79000,945500,52.3,863700,PRJ-2024-002,12
PRJ-2024-002-SOV-11,Controls - Programming & Commissioning,1136500,540200,52600,592800,52.2,543700,PRJ-2024-002,12
PRJ-2024-002-SOV-12,Insulation,1655300,790400,71700,862100,52.1,793200,PRJ-2024-002,12
PRJ-2024-002-SOV-13,"Testing, Adjusting & Balancing (TAB)",618500,225900,37200,263100,42.5,355400,PRJ-2024-002,12
PRJ-2024-002-SOV-14,Startup & Commissioning Support,592300,221000,34700,255700,43.2,336600,PRJ-2024-002,12
PRJ-2024-002-SOV-15,Closeout Documentation & Training,462400,170300,28100,198400,42.9,264000,PRJ-2024-002,12
PRJ-2024-002-SOV-01,General Conditions & Project Management,2017400,1590900,102100,1693000,83.9,324400,PRJ-2024-002,13
PRJ-2024-002-SOV-02,Submittals & Engineering,1003300,791400,48000,839400,83.7,163900,PRJ-2024-002,13
PRJ-2024-002-SOV-03,Ductwork - Fabrication,2939700,1780400,117500,1897900,64.6,1041800,PRJ-2024-002,13
PRJ-2024-002-SOV-04,Ductwork - Installation,3517700,2126900,149700,2276600,64.7,1241100,PRJ-2024-002,13
PRJ-2024-002-SOV-05,Piping - Hydronic Systems,2695500,1630500,106600,1737100,64.4,958400,PRJ-2024-002,13
PRJ-2024-002-SOV-06,Piping - Refrigerant,1984300,1197300,81400,1278700,64.4,705600,PRJ-2024-002,13
PRJ-2024-002-SOV-07,Equipment - RTUs/AHUs,4539000,2739200,210800,2950000,65.0,1589000,PRJ-2024-002,13
PRJ-2024-002-SOV-08,Equipment - Chillers/Boilers,2827000,1712900,119700,1832600,64.8,994400,PRJ-2024-002,13
PRJ-2024-002-SOV-09,Equipment - Terminal Units (VAV/FCU),2461900,1490000,99000,1589000,64.5,872900,PRJ-2024-002,13
PRJ-2024-002-SOV-10,Controls - DDC/BAS Installation,1809200,945500,86500,1032000,57.0,777200,PRJ-2024-002,13
PRJ-2024-002-SOV-11,Controls - Programming & Commissioning,1136500,592800,58500,651300,57.3,485200,PRJ-2024-002,13
PRJ-2024-002-SOV-12,Insulation,1655300,862100,77900,940000,56.8,715300,PRJ-2024-002,13
PRJ-2024-002-SOV-13,"Testing, Adjusting & Balancing (TAB)",618500,263100,35300,298400,48.2,320100,PRJ-2024-002,13
PRJ-2024-002-SOV-14,Startup & Commissioning Support,592300,255700,32600,288300,48.7,304000,PRJ-2024-002,13
PRJ-2024-002-SOV-15,Closeout Documentation & Training,462400,198400,27900,226300,48.9,236100,PRJ-2024-002,13
PRJ-2024-002-SOV-01,General Conditions & Project Management,2017400,1693000,104700,1797700,89.1,219700,PRJ-2024-002,14
PRJ-2024-002-SOV-02,Submittals & Engineering,1003300,839400,61000,900400,89.7,102900,PRJ-2024-002,14
PRJ-2024-002-SOV-03,Ductwork - Fabrication,2939700,1897900,118800,2016700,68.6,923000,PRJ-2024-002,14
PRJ-2024-002-SOV-04,Ductwork - Installation,3517700,2276600,136300,2412900,68.6,1104800,PRJ-2024-002,14
PRJ-2024-002-SOV-05,Piping - Hydronic Systems,2695500,1737100,118200,1855300,68.8,840200,PRJ-2024-002,14
PRJ-2024-002-SOV-06,Piping - Refrigerant,1984300,1278700,80200,1358900,68.5,625400,PRJ-2024-002,14
PRJ-2024-002-SOV-07,Equipment - RTUs/AHUs,4539000,2950000,168300,3118300,68.7,1420700,PRJ-2024-002,14
PRJ-2024-002-SOV-08,Equipment - Chillers/Boilers,2827000,1832600,105900,1938500,68.6,888500,PRJ-2024-002,14
PRJ-2024-002-SOV-09,Equipment - Terminal Units (VAV/FCU),2461900,1589000,112000,1701000,69.1,760900,PRJ-2024-002,14
PRJ-2024-002-SOV-10,Controls - DDC/BAS Installation,1809200,1032000,89500,1121500,62.0,687700,PRJ-2024-002,14
PRJ-2024-002-SOV-11,Controls - Programming & Commissioning,1136500,651300,52400,703700,61.9,432800,PRJ-2024-002,14
PRJ-2024-002-SOV-12,Insulation,1655300,940000,78100,1018100,61.5,637200,PRJ-2024-002,14
PRJ-2024-002-SOV-13,"Testing, Adjusting & Balancing (TAB)",618500,298400,37000,335400,54.2,283100,PRJ-2024-002,14
PRJ-2024-002-SOV-14,Startup & Commissioning Support,592300,288300,31500,319800,54.0,272500,PRJ-2024-002,14
PRJ-2024-002-SOV-15,Closeout Documentation & Training,462400,226300,23500,249800,54.0,212600,PRJ-2024-002,14
PRJ-2024-002-SOV-01,General Conditions & Project Management,2017400,1797700,110100,1907800,94.6,109600,PRJ-2024-002,15
PRJ-2024-002-SOV-02,Submittals & Engineering,1003300,900400,55000,955400,95.2,47900,PRJ-2024-002,15
PRJ-2024-002-SOV-03,Ductwork - Fabrication,2939700,2016700,137300,2154000,73.3,785700,PRJ-2024-002,15
PRJ-2024-002-SOV-04,Ductwork - Installation,3517700,2412900,165300,2578200,73.3,939500,PRJ-2024-002,15
PRJ-2024-002-SOV-05,Piping - Hydronic Systems,2695500,1855300,103500,1958800,72.7,736700,PRJ-2024-002,15
PRJ-2024-002-SOV-06,Piping - Refrigerant,1984300,1358900,88600,1447500,72.9,536800,PRJ-2024-002,15
PRJ-2024-002-SOV-07,Equipment - RTUs/AHUs,4539000,3118300,203100,3321400,73.2,1217600,PRJ-2024-002,15
PRJ-2024-002-SOV-08,Equipment - Chillers/Boilers,2827000,1938500,115800,2054300,72.7,772700,PRJ-2024-002,15
PRJ-2024-002-SOV-09,Equipment - Terminal Units (VAV/FCU),2461900,1701000,100300,1801300,73.2,660600,PRJ-2024-002,15
PRJ-2024-002-SOV-10,Controls - DDC/BAS Installation,1809200,1121500,86800,1208300,66.8,600900,PRJ-2024-002,15
PRJ-2024-002-SOV-11,Controls - Programming & Commissioning,1136500,703700,57800,761500,67.0,375000,PRJ-2024-002,15
PRJ-2024-002-SOV-12,Insulation,1655300,1018100,79800,1097900,66.3,557400,PRJ-2024-002,15
PRJ-2024-002-SOV-13,"Testing, Adjusting & Balancing (TAB)",618500,335400,34500,369900,59.8,248600,PRJ-2024-002,15
PRJ-2024-002-SOV-14,Startup & Commissioning Support,592300,319800,34300,354100,59.8,238200,PRJ-2024-002,15
PRJ-2024-002-SOV-15,Closeout Documentation & Training,462400,249800,28600,278400,60.2,184000,PRJ-2024-002,15
PRJ-2024-002-SOV-01,General Conditions & Project Management,2017400,1907800,103100,2010900,99.7,6500,PRJ-2024-002,16
PRJ-2024-002-SOV-02,Submittals & Engineering,1003300,955400,45900,1001300,99.8,2000,PRJ-2024-002,16
PRJ-2024-002-SOV-03,Ductwork - Fabrication,2939700,2154000,106800,2260800,76.9,678900,PRJ-2024-002,16
PRJ-2024-002-SOV-04,Ductwork - Installation,3517700,2578200,140200,2718400,77.3,799300,PRJ-2024-002,16
PRJ-2024-002-SOV-05,Piping - Hydronic Systems,2695500,1958800,120500,2079300,77.1,616200,PRJ-2024-002,16
PRJ-2024-002-SOV-06,Piping - Refrigerant,1984300,1447500,83400,1530900,77.2,453400,PRJ-2024-002,16
PRJ-2024-002-SOV-07,Equipment - RTUs/AHUs,4539000,3321400,175100,3496500,77.0,1042500,PRJ-2024-002,16
PRJ-2024-002-SOV-08,Equipment - Chillers/Boilers,2827000,2054300,123700,2178000,77.0,649000,PRJ-2024-002,16
PRJ-2024-002-SOV-09,Equipment - Terminal Units (VAV/FCU),2461900,1801300,100400,1901700,77.2,560200,PRJ-2024-002,16
PRJ-2024-002-SOV-10,Controls - DDC/BAS Installation,1809200,1208300,90600,1298900,71.8,510300,PRJ-2024-002,16
PRJ-2024-002-SOV-11,Controls - Programming & Commissioning,1136500,761500,50200,811700,71.4,324800,PRJ-2024-002,16
PRJ-2024-002-SOV-12,Insulation,1655300,1097900,87800,1185700,71.6,469600,PRJ-2024-002,16
