project_id,note_id,date,author,note_type,content,photos_attached,weather,temp_high,temp_low
PRJ-2024-001,1f02c314,2025-09-01,M. Chen,Issue Log,Met with drywall foreman re: coordination. Scheduled joint walkthrough Friday. Action items: HVAC to relocate diffuser 6 inches east,5,Cold,67,53
PRJ-2024-001,c321cb6c,2025-09-03,R. Williams,Coordination Note,Met with drywall foreman re: coordination. Resolved duct routing conflict. Action items: HVAC to relocate diffuser 6 inches east,1,Rain,70,67
PRJ-2024-001,064af527,2025-09-05,R. Williams,Safety Log,Installed 79 LF of duct on floor 4. Passed QC inspection. Inspections needed: none.,4,Rain,72,41
PRJ-2024-001,833b30d0,2025-09-08,J. Martinez,Coordination Note,Safety meeting held at start of shift - topic: lockout/tagout. All PPE verified. Ran refrigerant lines to condensers.,5,Hot,57,47
PRJ-2024-001,61539672,2025-09-09,K. Thompson,Coordination Note,Installed 57 diffusers on floor 3. Rework required grid C-4. Inspections needed: pressure test Monday.,3,Hot,58,74
PRJ-2024-001,20de7181,2025-09-12,J. Martinez,Issue Log,"Crew arrived 0700. Weather: Clear, 72°F. 10 workers on site. Focus today: ductwork installation Floor 3. Behind schedule due to material delay.",5,Rain,72,42
PRJ-2024-001,c726d95d,2025-09-15,R. Williams,Issue Log,Met with fire protection foreman re: coordination. Scheduled joint walkthrough Friday. Action items: HVAC to relocate diffuser 6 inches east,0,Rain,62,53
PRJ-2024-001,9cb60328,2025-09-16,K. Thompson,Issue Log,Safety meeting held at start of shift - topic: lockout/tagout. All PPE verified. Completed piping pressure test - passed.,0,Cloudy,97,59
PRJ-2024-001,63d19f0e,2025-09-17,K. Thompson,Inspection Note,Installed 58 diffusers on floor 2. Passed QC inspection. Inspections needed: pressure test Monday.,3,Clear,95,50
PRJ-2024-001,a7bd5796,2025-09-19,J. Martinez,Daily Report,Received delivery of RTU - 20 units. Short 2 boxes - claim filed. Staged at floor 3 staging.,1,Cloudy,99,37
PRJ-2024-001,23a7d87f,2025-09-23,M. Chen,Issue Log,Safety meeting held at start of shift - topic: fall protection. All PPE verified. Ran refrigerant lines to condensers.,5,Hot,88,36
PRJ-2024-001,55dfe4c9,2025-09-24,R. Williams,Daily Report,"Crew arrived 0630. Weather: Partly cloudy, 65°F. 14 workers on site. Focus today: controls wiring. Ahead of plan.",5,Cold,90,54
PRJ-2024-001,88f1e96f,2025-09-25,J. Martinez,Coordination Note,TAB contractor on site - balancing VAV system floor 2. Initial readings: static pressure high. Adjustments: damper repositioning.,4,Clear,77,53
PRJ-2024-001,a60037f1,2025-09-26,J. Martinez,Safety Log,Equipment startup for Chiller. Successful - all parameters normal. Punch list items: sensor calibration.,5,Cloudy,68,75
PRJ-2024-001,c0ea2211,2025-09-30,J. Martinez,Safety Log,Working in mechanical room - 43% complete this zone. Remaining: final connections.,4,Clear,87,36
PRJ-2024-001,69e3646a,2025-10-01,K. Thompson,Safety Log,Equipment startup for Chiller. Minor vibration issue - balancing tomorrow. Punch list items: none.,0,Rain,67,54
PRJ-2024-002,7b249833,2024-02-06,R. Williams,Inspection Note,"Safety meeting held at start of shift - topic: PPE requirements. All PPE verified. Set 3 VAV boxes, awaiting controls.",3,Cloudy,73,53
PRJ-2024-002,84973429,2024-02-08,J. Martinez,Daily Report,Received delivery of insulation - 73 units. Short 2 boxes - claim filed. Staged at mechanical room.,1,Clear,67,37
PRJ-2024-002,2ad782d8,2024-02-09,M. Chen,Inspection Note,Met with plumbing foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: Awaiting revised drawings,3,Hot,72,62
PRJ-2024-002,14c7e56e,2024-02-12,R. Williams,Daily Report,TAB contractor on site - balancing VAV system floor 2. Initial readings: flow low on 3 boxes. Adjustments: none required.,3,Cold,68,56
PRJ-2024-002,9b81329e,2024-02-13,M. Chen,Issue Log,Equipment startup for RTU-1. Delayed - controls not ready. Punch list items: sensor calibration.,5,Hot,82,36
PRJ-2024-002,17de8006,2024-02-14,R. Williams,Daily Report,TAB contractor on site - balancing FCU loop. Initial readings: flow low on 3 boxes. Adjustments: VFD reprogramming.,4,Rain,77,75
PRJ-2024-002,57958d11,2024-02-16,R. Williams,Issue Log,TAB contractor on site - balancing FCU loop. Initial readings: flow low on 3 boxes. Adjustments: none required.,0,Hot,74,72
PRJ-2024-002,4bba5648,2024-02-20,K. Thompson,Safety Log,"Safety meeting held at start of shift - topic: ladder safety. All PPE verified. Set 3 VAV boxes, awaiting controls.",2,Cold,92,63
PRJ-2024-002,9cf674a0,2024-02-21,M. Chen,Safety Log,Access issue encountered: sprinkler head conflicts with diffuser at B-7. Resolution: RFI submitted. Impact: schedule neutral.,2,Hot,92,57
PRJ-2024-002,50dc0c0a,2024-02-22,J. Martinez,Safety Log,Installed 107 pipe hangers on floor 19. Minor punch items noted. Inspections needed: none.,3,Cloudy,94,40
PRJ-2024-002,85a7a856,2024-02-23,R. Williams,Safety Log,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: 3 days behind. RFIs pending: 8.",1,Cloudy,94,48
PRJ-2024-002,1d7fb754,2024-02-26,R. Williams,Safety Log,"Safety meeting held at start of shift - topic: fall protection. All PPE verified. Set 3 VAV boxes, awaiting controls.",0,Clear,83,53
PRJ-2024-002,eb5c8232,2024-02-27,K. Thompson,Issue Log,Safety meeting held at start of shift - topic: PPE requirements. All PPE verified. Ran refrigerant lines to condensers.,0,Cold,84,58
PRJ-2024-002,29501692,2024-02-28,J. Martinez,Inspection Note,"Crew arrived 0630. Weather: Hot, 95°F - heat protocol. 6 workers on site. Focus today: piping rough-in mechanical room. Waiting on RFI response to proceed.",0,Clear,89,61
PRJ-2024-002,ec624a1b,2024-02-29,J. Martinez,Issue Log,Safety meeting held at start of shift - topic: fall protection. All PPE verified. Completed piping pressure test - passed.,1,Clear,85,49
PRJ-2024-002,e9b48cc6,2024-03-01,K. Thompson,Daily Report,Equipment startup for Boiler. Delayed - controls not ready. Punch list items: 3 minor items.,1,Clear,99,58
PRJ-2024-002,71a984c7,2024-03-04,R. Williams,Coordination Note,"Crew arrived 0600. Weather: Cold, 35°F. 13 workers on site. Focus today: piping rough-in mechanical room. Behind schedule due to material delay.",1,Rain,72,60
PRJ-2024-002,50c6dfa5,2024-03-05,R. Williams,Inspection Note,Safety meeting held at start of shift - topic: confined space entry. All PPE verified. Continued ductwork installation per plan.,2,Rain,78,63
PRJ-2024-002,35566472,2024-03-06,R. Williams,Issue Log,Met with drywall foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: FP to adjust sprinkler head locations,1,Hot,65,58
PRJ-2024-002,95639ae9,2024-03-07,J. Martinez,Daily Report,Received delivery of copper piping - 18 units. All accounted for. Staged at laydown area A.,3,Hot,71,74
PRJ-2024-002,12dfe426,2024-03-08,J. Martinez,Inspection Note,"Safety meeting held at start of shift - topic: fall protection. All PPE verified. Set 3 VAV boxes, awaiting controls.",1,Clear,86,70
PRJ-2024-002,883554b9,2024-03-11,M. Chen,Coordination Note,TAB contractor on site - balancing AHU-1 supply. Initial readings: flow low on 3 boxes. Adjustments: VFD reprogramming.,2,Hot,73,54
PRJ-2024-002,ae227f17,2024-03-13,J. Martinez,Inspection Note,Received delivery of RTU - 138 units. Matched PO. Staged at mechanical room.,4,Clear,89,51
PRJ-2024-002,08d469ed,2024-03-14,J. Martinez,Safety Log,Installed 198 VAV boxes on floor 8. Passed QC inspection. Inspections needed: rough-in Friday.,0,Hot,69,61
PRJ-2024-002,d0848c9a,2024-03-15,K. Thompson,Daily Report,TAB contractor on site - balancing AHU-1 supply. Initial readings: all zones balanced. Adjustments: sheave change AHU.,2,Clear,94,63
PRJ-2024-002,614ef9aa,2024-03-20,J. Martinez,Daily Report,Equipment startup for Chiller. Minor vibration issue - balancing tomorrow. Punch list items: damper actuator adjustment.,2,Rain,94,67
PRJ-2024-002,ca124a1f,2024-03-21,M. Chen,Inspection Note,Safety meeting held at start of shift - topic: lockout/tagout. All PPE verified. Continued ductwork installation per plan.,2,Hot,97,57
PRJ-2024-002,5019dbe1,2024-03-22,M. Chen,Inspection Note,TAB contractor on site - balancing exhaust system. Initial readings: static pressure high. Adjustments: VFD reprogramming.,2,Hot,88,54
PRJ-2024-002,adb216c5,2024-03-25,R. Williams,Daily Report,Crew arrived 0700. Weather: Rain - indoor work only. 10 workers on site. Focus today: insulation west side. Good progress.,1,Hot,68,44
PRJ-2024-002,3ccab53b,2024-03-26,J. Martinez,Daily Report,Met with electrical foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: FP to adjust sprinkler head locations,5,Rain,79,54
PRJ-2024-002,7dc3fa6c,2024-03-27,R. Williams,Issue Log,"Crew arrived 0630. Weather: Hot, 95°F - heat protocol. 8 workers on site. Focus today: piping rough-in mechanical room. Ahead of plan.",0,Cold,80,54
PRJ-2024-002,fbd5078e,2024-03-28,R. Williams,Issue Log,"GC weekly meeting - discussed change orders, RFI backlog, coordination. Schedule status: 3 days behind. RFIs pending: 13.",5,Clear,89,74
PRJ-2024-002,a0a564b7,2024-04-01,M. Chen,Safety Log,Working in Zone 3 - 54% complete this zone. Remaining: diffusers and connections.,5,Cold,100,49
PRJ-2024-002,343bd2b2,2024-04-02,M. Chen,Inspection Note,Installed 65 LF of duct on floor 8. Minor punch items noted. Inspections needed: rough-in Friday.,0,Cold,55,44
PRJ-2024-002,06d2fab9,2024-04-03,J. Martinez,Issue Log,Installed 33 diffusers on floor 15. Rework required grid C-4. Inspections needed: pressure test Monday.,0,Rain,94,55
PRJ-2024-002,5a7292a8,2024-04-04,R. Williams,Safety Log,"Crew arrived 0630. Weather: Clear, 72°F. 15 workers on site. Focus today: equipment rigging. Ahead of plan.",3,Rain,86,37
PRJ-2024-002,0577ce0d,2024-04-08,K. Thompson,Daily Report,Received delivery of insulation - 32 units. All accounted for. Staged at laydown area A.,1,Clear,94,61
PRJ-2024-002,fc3a10f5,2024-04-12,K. Thompson,Safety Log,Design discrepancy encountered: sprinkler head conflicts with diffuser at B-7. Resolution: RFI submitted. Impact: cost impact TBD.,3,Hot,63,56
PRJ-2024-002,1b6f4da0,2024-04-16,R. Williams,Issue Log,Safety meeting held at start of shift - topic: PPE requirements. All PPE verified. Completed piping pressure test - passed.,2,Rain,62,56
PRJ-2024-002,4845a1aa,2024-04-18,K. Thompson,Inspection Note,Met with drywall foreman re: coordination. Scheduled joint walkthrough Friday. Action items: HVAC to relocate diffuser 6 inches east,4,Cloudy,71,40
PRJ-2024-002,7ffddf3b,2024-04-23,K. Thompson,Coordination Note,Equipment startup for AHU-2. Minor vibration issue - balancing tomorrow. Punch list items: 3 minor items.,0,Clear,85,65
PRJ-2024-002,05de06b8,2024-04-24,M. Chen,Safety Log,Installed 50 diffusers on floor 14. Passed QC inspection. Inspections needed: none.,2,Cold,73,41
PRJ-2024-002,c3841031,2024-04-25,J. Martinez,Coordination Note,"Crew arrived 0700. Weather: Hot, 95°F - heat protocol. 9 workers on site. Focus today: startup AHU-2. Coordination issues with electrical - resolved on site.",2,Rain,58,50
PRJ-2024-002,ee9e4bf3,2024-04-26,J. Martinez,Inspection Note,"GC weekly meeting - discussed change orders, RFI backlog, coordination. Schedule status: 3 days behind. RFIs pending: 12.",3,Clear,72,35
PRJ-2024-002,1627364d,2024-05-02,K. Thompson,Inspection Note,TAB contractor on site - balancing FCU loop. Initial readings: static pressure high. Adjustments: damper repositioning.,1,Rain,95,54
PRJ-2024-002,3828321a,2024-05-06,R. Williams,Coordination Note,Installed 169 pipe hangers on floor 21. Minor punch items noted. Inspections needed: rough-in Friday.,5,Hot,63,59
PRJ-2024-002,48d22649,2024-05-07,J. Martinez,Inspection Note,Installed 160 LF of duct on floor 18. Minor punch items noted. Inspections needed: rough-in Friday.,3,Cloudy,77,40
PRJ-2024-002,09b68699,2024-05-09,J. Martinez,Issue Log,Met with fire protection foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: Awaiting revised drawings,3,Hot,81,56
PRJ-2024-002,399ef3f1,2024-05-10,M. Chen,Safety Log,Safety meeting held at start of shift - topic: PPE requirements. All PPE verified. Completed piping pressure test - passed.,5,Cold,98,38
PRJ-2024-002,def0fff3,2024-05-15,R. Williams,Issue Log,TAB contractor on site - balancing AHU-1 supply. Initial readings: CFM within 5% of design. Adjustments: VFD reprogramming.,3,Cold,97,65
PRJ-2024-002,57789cd5,2024-05-16,K. Thompson,Issue Log,"Crew arrived 0630. Weather: Partly cloudy, 65°F. 12 workers on site. Focus today: startup AHU-2. Coordination issues with electrical - resolved on site.",2,Cold,84,37
PRJ-2024-002,bb4e8068,2024-05-20,J. Martinez,Inspection Note,"Crew arrived 0630. Weather: Partly cloudy, 65°F. 10 workers on site. Focus today: hanging VAV boxes wing B. Waiting on RFI response to proceed.",2,Rain,63,56
PRJ-2024-002,7656e3db,2024-05-22,M. Chen,Coordination Note,"Safety meeting held at start of shift - topic: PPE requirements. All PPE verified. Set 3 VAV boxes, awaiting controls.",1,Hot,56,53
PRJ-2024-002,16b9f455,2024-05-23,K. Thompson,Daily Report,TAB contractor on site - balancing AHU-1 supply. Initial readings: all zones balanced. Adjustments: VFD reprogramming.,3,Rain,80,70
PRJ-2024-002,0b37c835,2024-05-28,K. Thompson,Safety Log,Equipment startup for Boiler. Delayed - controls not ready. Punch list items: 3 minor items.,1,Cold,98,50
PRJ-2024-002,7186f8f4,2024-05-29,K. Thompson,Inspection Note,Coordination conflict encountered: wrong size fittings delivered. Resolution: Awaiting engineer response. Impact: 1 day delay.,1,Clear,68,38
PRJ-2024-002,d20eddd7,2024-05-30,K. Thompson,Daily Report,Met with drywall foreman re: coordination. Scheduled joint walkthrough Friday. Action items: Awaiting revised drawings,2,Cloudy,58,67
PRJ-2024-002,6d57a96f,2024-06-04,R. Williams,Inspection Note,Coordination conflict encountered: ceiling access restricted by other trade. Resolution: Resolved on site with GC. Impact: none.,0,Hot,82,44
PRJ-2024-002,319b8971,2024-06-05,J. Martinez,Inspection Note,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: on track. RFIs pending: 15.",0,Cold,74,61
PRJ-2024-002,b6098885,2024-06-06,J. Martinez,Coordination Note,Material issue encountered: field conditions don't match drawings. Resolution: RFI submitted. Impact: schedule neutral.,2,Rain,63,51
PRJ-2024-002,344a8295,2024-06-07,M. Chen,Inspection Note,TAB contractor on site - balancing exhaust system. Initial readings: flow low on 3 boxes. Adjustments: VFD reprogramming.,4,Clear,67,53
PRJ-2024-002,0ae01729,2024-06-10,K. Thompson,Coordination Note,Met with fire protection foreman re: coordination. Resolved duct routing conflict. Action items: FP to adjust sprinkler head locations,3,Cold,79,49
PRJ-2024-002,48edca7f,2024-06-11,K. Thompson,Safety Log,Working in floors 4-6 - 47% complete this zone. Remaining: diffusers and connections.,2,Hot,61,56
PRJ-2024-002,4dc216b4,2024-06-12,J. Martinez,Daily Report,Installed 36 LF of duct on floor 2. Minor punch items noted. Inspections needed: rough-in Friday.,2,Rain,64,43
PRJ-2024-002,c4b61852,2024-06-14,J. Martinez,Daily Report,Crew arrived 0700. Weather: Rain - indoor work only. 9 workers on site. Focus today: TAB work zones 1-4. Coordination issues with electrical - resolved on site.,2,Cloudy,95,35
PRJ-2024-002,798511ec,2024-06-18,M. Chen,Coordination Note,Access issue encountered: wrong size fittings delivered. Resolution: Resolved on site with GC. Impact: 1 day delay.,3,Hot,97,67
PRJ-2024-002,6dbd5f57,2024-06-19,R. Williams,Coordination Note,Received delivery of VAV boxes - 72 units. Matched PO. Staged at loading dock.,4,Cloudy,70,44
PRJ-2024-002,e41c2b1d,2024-06-20,R. Williams,Issue Log,"Crew arrived 0600. Weather: Hot, 95°F - heat protocol. 5 workers on site. Focus today: ductwork installation Floor 3. Coordination issues with electrical - resolved on site.",5,Clear,91,47
PRJ-2024-002,bba5fbdc,2024-06-24,K. Thompson,Issue Log,Material issue encountered: wrong size fittings delivered. Resolution: Workaround implemented. Impact: schedule neutral.,5,Cold,88,73
PRJ-2024-002,a2ae03d4,2024-06-25,J. Martinez,Coordination Note,TAB contractor on site - balancing VAV system floor 2. Initial readings: flow low on 3 boxes. Adjustments: damper repositioning.,5,Cold,94,41
PRJ-2024-002,35798927,2024-06-26,J. Martinez,Safety Log,TAB contractor on site - balancing AHU-1 supply. Initial readings: CFM within 5% of design. Adjustments: sheave change AHU.,3,Clear,69,62
PRJ-2024-002,69363d28,2024-06-27,R. Williams,Coordination Note,Received delivery of copper piping - 48 units. Matched PO. Staged at mechanical room.,5,Cloudy,79,71
PRJ-2024-002,d7636eeb,2024-07-02,R. Williams,Safety Log,"Crew arrived 0630. Weather: Partly cloudy, 65°F. 15 workers on site. Focus today: insulation west side. Good progress.",5,Cloudy,94,59
PRJ-2024-002,582ea812,2024-07-03,R. Williams,Safety Log,TAB contractor on site - balancing exhaust system. Initial readings: CFM within 5% of design. Adjustments: sheave change AHU.,2,Rain,55,47
PRJ-2024-002,76b823d0,2024-07-04,R. Williams,Inspection Note,Working in mechanical room - 71% complete this zone. Remaining: diffusers and connections.,2,Rain,57,60
PRJ-2024-002,ecd50181,2024-07-05,J. Martinez,Issue Log,Met with plumbing foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: FP to adjust sprinkler head locations,4,Cloudy,64,38
PRJ-2024-002,ce5b2cdb,2024-07-09,K. Thompson,Inspection Note,Working in basement - 47% complete this zone. Remaining: final connections.,4,Cold,86,74
PRJ-2024-002,3f018cf1,2024-07-10,J. Martinez,Daily Report,Working in mechanical room - 67% complete this zone. Remaining: final connections.,1,Clear,56,48
PRJ-2024-002,1912194b,2024-07-11,K. Thompson,Daily Report,Working in floors 4-6 - 89% complete this zone. Remaining: final connections.,4,Hot,69,70
PRJ-2024-002,f3b770a0,2024-07-12,R. Williams,Coordination Note,Received delivery of insulation - 192 units. Short 2 boxes - claim filed. Staged at floor 3 staging.,0,Cloudy,91,36
PRJ-2024-002,92e73020,2024-07-16,J. Martinez,Daily Report,"GC weekly meeting - discussed change orders, RFI backlog, coordination. Schedule status: critical - recovery plan in place. RFIs pending: 12.",4,Rain,61,36
PRJ-2024-002,5db02c91,2024-07-18,J. Martinez,Issue Log,TAB contractor on site - balancing FCU loop. Initial readings: static pressure high. Adjustments: damper repositioning.,3,Cold,60,72
PRJ-2024-002,fbb9dd3e,2024-07-22,K. Thompson,Inspection Note,TAB contractor on site - balancing AHU-1 supply. Initial readings: static pressure high. Adjustments: sheave change AHU.,5,Rain,92,36
PRJ-2024-002,615b8839,2024-07-24,M. Chen,Issue Log,Installed 163 LF of duct on floor 16. Minor punch items noted. Inspections needed: pressure test Monday.,1,Cloudy,64,68
PRJ-2024-002,9097999f,2024-07-25,K. Thompson,Coordination Note,Met with drywall foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: FP to adjust sprinkler head locations,1,Rain,92,38
PRJ-2024-002,cf583354,2024-07-26,K. Thompson,Coordination Note,Met with electrical foreman re: coordination. Resolved duct routing conflict. Action items: HVAC to relocate diffuser 6 inches east,2,Hot,62,36
PRJ-2024-002,db40868a,2024-07-29,R. Williams,Coordination Note,Access issue encountered: ceiling access restricted by other trade. Resolution: Workaround implemented. Impact: schedule neutral.,3,Hot,79,45
PRJ-2024-002,5679b536,2024-07-30,K. Thompson,Inspection Note,TAB contractor on site - balancing exhaust system. Initial readings: flow low on 3 boxes. Adjustments: damper repositioning.,5,Cold,62,75
PRJ-2024-002,b97e0fed,2024-07-31,K. Thompson,Daily Report,Received delivery of insulation - 66 units. Matched PO. Staged at mechanical room.,0,Clear,92,36
PRJ-2024-002,3993e03c,2024-08-01,M. Chen,Inspection Note,Coordination conflict encountered: sprinkler head conflicts with diffuser at B-7. Resolution: Awaiting engineer response. Impact: 1 day delay.,4,Hot,99,41
PRJ-2024-002,7518f1e5,2024-08-02,M. Chen,Coordination Note,Equipment startup for Boiler. Minor vibration issue - balancing tomorrow. Punch list items: 3 minor items.,3,Cold,89,70
PRJ-2024-002,8b0c9a9c,2024-08-05,K. Thompson,Issue Log,Coordination conflict encountered: wrong size fittings delivered. Resolution: RFI submitted. Impact: schedule neutral.,3,Clear,57,40
PRJ-2024-002,fb2c04da,2024-08-06,K. Thompson,Safety Log,Met with fire protection foreman re: coordination. Resolved duct routing conflict. Action items: HVAC to relocate diffuser 6 inches east,5,Clear,89,47
PRJ-2024-002,d368cdcd,2024-08-07,M. Chen,Issue Log,Access issue encountered: field conditions don't match drawings. Resolution: Workaround implemented. Impact: schedule neutral.,4,Clear,88,55
PRJ-2024-002,93d3b31f,2024-08-09,J. Martinez,Issue Log,Equipment startup for Boiler. Minor vibration issue - balancing tomorrow. Punch list items: none.,1,Rain,63,59
PRJ-2024-002,87439570,2024-08-14,K. Thompson,Inspection Note,Working in floors 4-6 - 79% complete this zone. Remaining: insulation and startup.,3,Cloudy,80,56
PRJ-2024-002,45491a70,2024-08-15,R. Williams,Coordination Note,"Crew arrived 0600. Weather: Cold, 35°F. 15 workers on site. Focus today: TAB work zones 1-4. Behind schedule due to material delay.",3,Cold,66,50
PRJ-2024-002,616212ae,2024-08-19,K. Thompson,Safety Log,Equipment startup for Boiler. Successful - all parameters normal. Punch list items: sensor calibration.,4,Cloudy,67,70
PRJ-2024-002,d8d98b33,2024-08-20,K. Thompson,Coordination Note,TAB contractor on site - balancing VAV system floor 2. Initial readings: static pressure high. Adjustments: sheave change AHU.,3,Rain,73,49
PRJ-2024-002,3267db3a,2024-08-21,K. Thompson,Coordination Note,Safety meeting held at start of shift - topic: PPE requirements. All PPE verified. Completed piping pressure test - passed.,3,Cold,57,59
PRJ-2024-002,02c1a46e,2024-08-22,K. Thompson,Daily Report,Crew arrived 0630. Weather: Rain - indoor work only. 10 workers on site. Focus today: piping rough-in mechanical room. Behind schedule due to material delay.,3,Cold,87,43
PRJ-2024-002,57e63bb1,2024-08-27,J. Martinez,Coordination Note,Material issue encountered: sprinkler head conflicts with diffuser at B-7. Resolution: Awaiting engineer response. Impact: 1 day delay.,5,Hot,95,36
PRJ-2024-002,1d866718,2024-08-29,R. Williams,Safety Log,"Crew arrived 0600. Weather: Clear, 72°F. 13 workers on site. Focus today: equipment rigging. Good progress.",5,Rain,89,72
PRJ-2024-002,e6e324fa,2024-08-30,J. Martinez,Issue Log,TAB contractor on site - balancing FCU loop. Initial readings: static pressure high. Adjustments: damper repositioning.,1,Cloudy,61,54
PRJ-2024-002,8e087edb,2024-09-02,J. Martinez,Inspection Note,"Crew arrived 0700. Weather: Partly cloudy, 65°F. 9 workers on site. Focus today: hanging VAV boxes wing B. Good progress.",4,Cold,97,69
PRJ-2024-002,227fd067,2024-09-04,K. Thompson,Inspection Note,Safety meeting held at start of shift - topic: lockout/tagout. All PPE verified. Ran refrigerant lines to condensers.,0,Rain,76,39
PRJ-2024-002,d23ffe0e,2024-09-05,R. Williams,Coordination Note,Working in basement - 58% complete this zone. Remaining: diffusers and connections.,0,Cloudy,87,45
PRJ-2024-002,01547a8e,2024-09-10,K. Thompson,Safety Log,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: 3 days behind. RFIs pending: 7.",4,Cold,60,67
PRJ-2024-002,391418bc,2024-09-11,J. Martinez,Safety Log,Equipment startup for Chiller. Delayed - controls not ready. Punch list items: none.,5,Hot,55,62
PRJ-2024-002,cd5a2b20,2024-09-12,R. Williams,Issue Log,"GC weekly meeting - discussed safety incident review, upcoming inspections, manpower. Schedule status: critical - recovery plan in place. RFIs pending: 7.",4,Hot,86,39
PRJ-2024-002,f8c1521e,2024-09-13,M. Chen,Safety Log,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: 3 days behind. RFIs pending: 8.",0,Cold,82,52
PRJ-2024-002,8200af51,2024-09-16,J. Martinez,Coordination Note,Met with fire protection foreman re: coordination. Resolved duct routing conflict. Action items: Awaiting revised drawings,5,Hot,96,50
PRJ-2024-002,04e47730,2024-09-17,K. Thompson,Issue Log,Equipment startup for Chiller. Minor vibration issue - balancing tomorrow. Punch list items: none.,0,Cloudy,84,66
PRJ-2024-002,7da72edc,2024-09-18,M. Chen,Coordination Note,Coordination conflict encountered: field conditions don't match drawings. Resolution: Resolved on site with GC. Impact: none.,1,Rain,57,65
PRJ-2024-002,8f65d08f,2024-09-19,R. Williams,Coordination Note,Met with drywall foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: HVAC to relocate diffuser 6 inches east,4,Clear,98,69
PRJ-2024-002,0bbefb2f,2024-09-20,K. Thompson,Daily Report,Working in basement - 83% complete this zone. Remaining: final connections.,4,Rain,66,72
PRJ-2024-002,4f0799f2,2024-09-24,R. Williams,Daily Report,"Crew arrived 0630. Weather: Hot, 95°F - heat protocol. 4 workers on site. Focus today: hanging VAV boxes wing B. Behind schedule due to material delay.",5,Cold,71,71
PRJ-2024-002,c3293ccb,2024-09-26,M. Chen,Coordination Note,Installed 11 VAV boxes on floor 19. Minor punch items noted. Inspections needed: rough-in Friday.,3,Cloudy,85,47
PRJ-2024-002,c3a1a56b,2024-09-27,K. Thompson,Issue Log,Safety meeting held at start of shift - topic: hot work permits. All PPE verified. Completed piping pressure test - passed.,1,Cloudy,98,53
PRJ-2024-002,b0dd1438,2024-10-01,J. Martinez,Inspection Note,Safety meeting held at start of shift - topic: confined space entry. All PPE verified. Ran refrigerant lines to condensers.,0,Cloudy,72,38
PRJ-2024-002,18902207,2024-10-02,R. Williams,Daily Report,"GC weekly meeting - discussed change orders, RFI backlog, coordination. Schedule status: on track. RFIs pending: 5.",3,Cold,84,56
PRJ-2024-002,4c877841,2024-10-07,M. Chen,Safety Log,Safety meeting held at start of shift - topic: hot work permits. All PPE verified. Ran refrigerant lines to condensers.,4,Hot,90,42
PRJ-2024-002,f8d4876f,2024-10-08,M. Chen,Safety Log,Working in basement - 43% complete this zone. Remaining: controls terminations.,1,Cloudy,88,36
PRJ-2024-002,ca3e5008,2024-10-10,R. Williams,Safety Log,TAB contractor on site - balancing exhaust system. Initial readings: flow low on 3 boxes. Adjustments: sheave change AHU.,4,Cloudy,94,63
PRJ-2024-002,9dfcab84,2024-10-11,M. Chen,Inspection Note,"Crew arrived 0630. Weather: Partly cloudy, 65°F. 4 workers on site. Focus today: controls wiring. Behind schedule due to material delay.",5,Cloudy,91,54
PRJ-2024-002,32302058,2024-10-14,J. Martinez,Inspection Note,Safety meeting held at start of shift - topic: fall protection. All PPE verified. Completed piping pressure test - passed.,0,Cold,84,42
PRJ-2024-002,f6bd602d,2024-10-15,M. Chen,Issue Log,"Crew arrived 0700. Weather: Clear, 72°F. 11 workers on site. Focus today: ductwork installation Floor 3. Behind schedule due to material delay.",5,Cloudy,97,37
PRJ-2024-002,b3b12c60,2024-10-16,J. Martinez,Daily Report,Working in Zone 3 - 55% complete this zone. Remaining: controls terminations.,3,Hot,96,36
PRJ-2024-002,96e5a261,2024-10-17,J. Martinez,Inspection Note,Coordination conflict encountered: ceiling access restricted by other trade. Resolution: Workaround implemented. Impact: 1 day delay.,2,Clear,81,69
PRJ-2024-002,31bb952a,2024-10-18,K. Thompson,Safety Log,"GC weekly meeting - discussed schedule recovery, material lead times, inspections. Schedule status: critical - recovery plan in place. RFIs pending: 2.",2,Rain,97,51
PRJ-2024-002,0e59275f,2024-10-22,J. Martinez,Issue Log,Met with electrical foreman re: coordination. Agreed on sequence for ceiling close-in. Action items: FP to adjust sprinkler head locations,5,Cold,61,42
PRJ-2024-002,6c15fe18,2024-10-25,M. Chen,Daily Report,Working in mechanical room - 65% complete this zone. Remaining: insulation and startup.,2,Clear,69,50
PRJ-2024-002,70471c9a,2024-10-30,R. Williams,Daily Report,"Safety meeting held at start of shift - topic: fall protection. All PPE verified. Set 3 VAV boxes, awaiting controls.",0,Cold,100,66
