project_id,log_id,date,employee_id,role,sov_line_id,hours_st,hours_ot,hourly_rate,burden_multiplier,work_area,cost_code
PRJ-2024-002,ce7753ad,2024-06-27,EMP-6630,Insulator,PRJ-2024-002-SOV-01,8,2,58.0,1.4,Floor 22,1
PRJ-2024-002,6925159a,2024-06-27,EMP-9948,Journeyman Sheet Metal,PRJ-2024-002-SOV-05,8,0,72.0,1.42,Floor 19,5
PRJ-2024-002,d526dbcc,2024-06-27,EMP-6209,Journeyman Sheet Metal,PRJ-2024-002-SOV-04,8,0,72.0,1.42,Floor 18,4
PRJ-2024-002,f4ca8a01,2024-06-28,EMP-8319,Journeyman Pipefitter,PRJ-2024-002-SOV-01,8,0,74.5,1.42,Floor 12,1
PRJ-2024-002,c2e627f7,2024-06-28,EMP-9535,Insulator,PRJ-2024-002-SOV-01,8,0,58.0,1.4,Floor 9,1
PRJ-2024-002,7a864c5c,2024-06-28,EMP-8443,Apprentice 4th Year,PRJ-2024-002-SOV-05,4,0,52.0,1.38,Floor 7,5
PRJ-2024-002,e530ecae,2024-06-28,EMP-6476,Journeyman Sheet Metal,PRJ-2024-002-SOV-03,8,0,72.0,1.42,Floor 17,3
PRJ-2024-002,c0d267f6,2024-06-28,EMP-9069,Helper/Laborer,PRJ-2024-002-SOV-01,8,0,32.0,1.35,Floor 14,1
PRJ-2024-002,a8c7a9ff,2024-06-28,EMP-7830,Apprentice 2nd Year,PRJ-2024-002-SOV-02,8,4,38.0,1.38,Floor 3,2
PRJ-2024-002,1ef42dad,2024-06-28,EMP-6240,Foreman,PRJ-2024-002-SOV-04,8,0,85.5,1.42,Floor 5,4
PRJ-2024-002,1732cea3,2024-06-28,EMP-3312,Controls Technician,PRJ-2024-002-SOV-04,8,0,68.0,1.4,Floor 5,4
PRJ-2024-002,a9a107c2,2024-06-28,EMP-1641,Apprentice 2nd Year,PRJ-2024-002-SOV-03,8,0,38.0,1.38,Floor 22,3
PRJ-2024-002,156b3349,2024-06-28,EMP-2756,Journeyman Pipefitter,PRJ-2024-002-SOV-05,8,2,74.5,1.42,Floor 9,5
PRJ-2024-002,c4b57f8f,2024-06-28,EMP-8253,Apprentice 4th Year,PRJ-2024-002-SOV-05,8,0,52.0,1.38,Floor 3,5
PRJ-2024-002,f1e873f5,2024-06-28,EMP-5113,Apprentice 4th Year,PRJ-2024-002-SOV-05,8,0,52.0,1.38,Floor 8,5
PRJ-2024-002,c3c0bf62,2024-06-28,EMP-2956,Journeyman Sheet Metal,PRJ-2024-002-SOV-04,8,0,72.0,1.42,Floor 5,4
PRJ-2024-002,806435fd,2024-06-28,EMP-5091,Apprentice 4th Year,PRJ-2024-002-SOV-04,8,0,52.0,1.38,Floor 1,4
PRJ-2024-002,9abdc650,2024-07-01,EMP-5630,Foreman,PRJ-2024-002-SOV-03,8,2,85.5,1.42,Floor 1,3
PRJ-2024-002,cc26494e,2024-07-01,EMP-2840,Journeyman Pipefitter,PRJ-2024-002-SOV-03,8,0,74.5,1.42,Floor 2,3
PRJ-2024-002,adc995ff,2024-07-01,EMP-4626,Apprentice 2nd Year,PRJ-2024-002-SOV-03,8,0,38.0,1.38,Floor 11,3
PRJ-2024-002,31cf1814,2024-07-01,EMP-1623,Controls Technician,PRJ-2024-002-SOV-05,8,0,68.0,1.4,Floor 21,5
PRJ-2024-002,2f3f53f4,2024-07-01,EMP-2122,Helper/Laborer,PRJ-2024-002-SOV-02,8,0,32.0,1.35,Floor 4,2
PRJ-2024-002,9448067e,2024-07-01,EMP-7848,Journeyman Sheet Metal,PRJ-2024-002-SOV-04,8,0,72.0,1.42,Floor 1,4
PRJ-2024-002,1d6f7649,2024-07-01,EMP-8047,Apprentice 4th Year,PRJ-2024-002-SOV-02,6,0,52.0,1.38,Floor 15,2
PRJ-2024-002,974d315f,2024-07-01,EMP-2880,Insulator,PRJ-2024-002-SOV-04,8,0,58.0,1.4,Floor 5,4
PRJ-2024-002,4fcaf512,2024-07-02,EMP-8089,Controls Technician,PRJ-2024-002-SOV-02,8,4,68.0,1.4,Floor 12,2
PRJ-2024-002,742b5c6a,2024-07-02,EMP-2965,Apprentice 2nd Year,PRJ-2024-002-SOV-04,8,0,38.0,1.38,Floor 14,4
PRJ-2024-002,bef1c38e,2024-07-02,EMP-9393,Insulator,PRJ-2024-002-SOV-04,8,0,58.0,1.4,Floor 21,4
PRJ-2024-002,f4d16f09,2024-07-02,EMP-6658,Journeyman Sheet Metal,PRJ-2024-002-SOV-01,8,0,72.0,1.42,Floor 2,1
PRJ-2024-002,3942a80e,2024-07-02,EMP-7489,Apprentice 4th Year,PRJ-2024-002-SOV-03,8,0,52.0,1.38,Floor 10,3
PRJ-2024-002,c6409a5e,2024-07-02,EMP-9656,Foreman,PRJ-2024-002-SOV-01,8,0,85.5,1.42,Floor 13,1
PRJ-2024-002,474ea830,2024-07-02,EMP-6291,Journeyman Pipefitter,PRJ-2024-002-SOV-02,8,0,74.5,1.42,Floor 7,2
PRJ-2024-002,88095ee0,2024-07-02,EMP-1376,Helper/Laborer,PRJ-2024-002-SOV-02,8,0,32.0,1.35,Floor 16,2
PRJ-2024-002,327909e1,2024-07-02,EMP-9015,Apprentice 4th Year,PRJ-2024-002-SOV-02,8,0,52.0,1.38,Floor 13,2
PRJ-2024-002,71afbfb6,2024-07-02,EMP-7770,Apprentice 4th Year,PRJ-2024-002-SOV-03,8,2,52.0,1.38,Floor 4,3
PRJ-2024-002,9a798219,2024-07-02,EMP-6948,Apprentice 4th Year,PRJ-2024-002-SOV-02,8,0,52.0,1.38,Floor 16,2
PRJ-2024-002,727baee8,2024-07-02,EMP-9257,Journeyman Sheet Metal,PRJ-2024-002-SOV-03,8,0,72.0,1.42,Floor 1,3
PRJ-2024-002,c45e6f89,2024-07-02,EMP-5020,Journeyman Pipefitter,PRJ-2024-002-SOV-03,8,0,74.5,1.42,Floor 10,3
PRJ-2024-002,ff623378,2024-07-02,EMP-5575,Apprentice 2nd Year,PRJ-2024-002-SOV-01,8,0,38.0,1.38,Floor 5,1
PRJ-2024-002,6941771d,2024-07-02,EMP-9941,Journeyman Sheet Metal,PRJ-2024-002-SOV-04,8,0,72.0,1.42,Floor 17,4
PRJ-2024-002,1d0cc1d8,2024-07-02,EMP-7276,Journeyman Pipefitter,PRJ-2024-002-SOV-01,10,0,74.5,1.42,Floor 12,1
PRJ-2024-002,0e5254f4,2024-07-02,EMP-7795,Journeyman Sheet Metal,PRJ-2024-002-SOV-04,8,0,72.0,1.42,Floor 5,4
PRJ-2024-002,9bfe0879,2024-07-02,EMP-4932,Journeyman Pipefitter,PRJ-2024-002-SOV-04,8,0,74.5,1.42,Floor 14,4
PRJ-2024-002,4c2fe582,2024-07-03,EMP-1438,Apprentice 4th Year,PRJ-2024-002-SOV-01,8,0,52.0,1.38,Floor 14,1
PRJ-2024-002,85f5b125,2024-07-03,EMP-1290,Foreman,PRJ-2024-002-SOV-02,8,0,85.5,1.42,Floor 5,2
PRJ-2024-002,ec54b40d,2024-07-03,EMP-5382,Journeyman Sheet Metal,PRJ-2024-002-SOV-04,8,0,72.0,1.42,Floor 15,4
PRJ-2024-002,25c28506,2024-07-03,EMP-5547,Helper/Laborer,PRJ-2024-002-SOV-02,8,0,32.0,1.35,Floor 4,2
PRJ-2024-002,fc33e9f2,2024-07-03,EMP-1502,Journeyman Pipefitter,PRJ-2024-002-SOV-03,8,0,74.5,1.42,Floor 7,3
PRJ-2024-002,6468c963,2024-07-03,EMP-3026,Insulator,PRJ-2024-002-SOV-02,8,0,58.0,1.4,Floor 17,2
PRJ-2024-002,da0db730,2024-07-03,EMP-8678,Controls Technician,PRJ-2024-002-SOV-04,8,0,68.0,1.4,Floor 19,4
PRJ-2024-002,23325db5,2024-07-03,EMP-8968,Apprentice 2nd Year,PRJ-2024-002-SOV-01,8,0,38.0,1.38,Floor 9,1
PRJ-2024-002,94c899a0,2024-07-03,EMP-1847,Journeyman Pipefitter,PRJ-2024-002-SOV-04,8,0,74.5,1.42,Floor 4,4
PRJ-2024-002,057c4a3e,2024-07-03,EMP-4775,Apprentice 4th Year,PRJ-2024-002-SOV-01,4,0,52.0,1.38,Floor 17,1
PRJ-2024-002,cc7b16e6,2024-07-03,EMP-3841,Apprentice 4th Year,PRJ-2024-002-SOV-03,8,0,52.0,1.38,Floor 13,3
PRJ-2024-002,4b84fed1,2024-07-03,EMP-8323,Apprentice 2nd Year,PRJ-2024-002-SOV-01,8,0,38.0,1.38,Floor 16,1
PRJ-2024-002,8c6b06da,2024-07-03,EMP-4632,Journeyman Sheet Metal,PRJ-2024-002-SOV-04,8,0,72.0,1.42,Floor 7,4
PRJ-2024-002,1293e327,2024-07-03,EMP-4469,Journeyman Pipefitter,PRJ-2024-002-SOV-03,8,4,74.5,1.42,Floor 19,3
PRJ-2024-002,be75753c,2024-07-03,EMP-5320,Journeyman Pipefitter,PRJ-2024-002-SOV-02,8,0,74.5,1.42,Floor 5,2
PRJ-2024-002,38258cda,2024-07-03,EMP-8389,Journeyman Sheet Metal,PRJ-2024-002-SOV-03,8,0,72.0,1.42,Floor 6,3
PRJ-2024-002,0477a07f,2024-07-04,EMP-9703,Helper/Laborer,PRJ-2024-002-SOV-01,8,0,32.0,1.35,Floor 8,1
PRJ-2024-002,9727cb98,2024-07-04,EMP-9752,Journeyman Pipefitter,PRJ-2024-002-SOV-05,8,0,74.5,1.42,Floor 16,5
PRJ-2024-002,cd1802d0,2024-07-04,EMP-3889,Insulator,PRJ-2024-002-SOV-05,8,0,58.0,1.4,Floor 1,5
PRJ-2024-002,df5a18d4,2024-07-04,EMP-5040,Apprentice 4th Year,PRJ-2024-002-SOV-03,8,0,52.0,1.38,Floor 12,3
PRJ-2024-002,05917755,2024-07-04,EMP-8779,Controls Technician,PRJ-2024-002-SOV-05,8,0,68.0,1.4,Floor 2,5
PRJ-2024-002,1ba3e503,2024-07-04,EMP-5004,Foreman,PRJ-2024-002-SOV-04,8,0,85.5,1.42,Floor 22,4
PRJ-2024-002,2000960e,2024-07-04,EMP-3143,Apprentice 2nd Year,PRJ-2024-002-SOV-05,8,0,38.0,1.38,Floor 21,5
PRJ-2024-002,f09e7c10,2024-07-04,EMP-6197,Journeyman Sheet Metal,PRJ-2024-002-SOV-01,8,0,72.0,1.42,Floor 10,1
PRJ-2024-002,f5127e72,2024-07-04,EMP-8769,Apprentice 4th Year,PRJ-2024-002-SOV-04,8,4,52.0,1.38,Floor 19,4
PRJ-2024-002,f7d51ce6,2024-07-04,EMP-8409,Journeyman Pipefitter,PRJ-2024-002-SOV-03,8,0,74.5,1.42,Floor 17,3
PRJ-2024-002,96045610,2024-07-04,EMP-9466,Journeyman Sheet Metal,PRJ-2024-002-SOV-01,8,0,72.0,1.42,Floor 14,1
PRJ-2024-002,898dec21,2024-07-04,EMP-2284,Journeyman Sheet Metal,PRJ-2024-002-SOV-02,8,0,72.0,1.42,Floor 8,2
PRJ-2024-002,fb8e57b0,2024-07-04,EMP-6374,Apprentice 4th Year,PRJ-2024-002-SOV-05,8,0,52.0,1.38,Floor 19,5
PRJ-2024-002,07e8a22b,2024-07-04,EMP-6493,Apprentice 4th Year,PRJ-2024-002-SOV-02,10,0,52.0,1.38,Floor 15,2
PRJ-2024-002,0632cbbc,2024-07-04,EMP-1846,Apprentice 2nd Year,PRJ-2024-002-SOV-02,8,0,38.0,1.38,Floor 3,2
PRJ-2024-002,3456444b,2024-07-05,EMP-3214,Apprentice 2nd Year,PRJ-2024-002-SOV-05,8,0,38.0,1.38,Floor 1,5
PRJ-2024-002,7f6f17e1,2024-07-05,EMP-1380,Apprentice 4th Year,PRJ-2024-002-SOV-01,8,0,52.0,1.38,Floor 1,1
PRJ-2024-002,1e00fc54,2024-07-05,EMP-7681,Journeyman Sheet Metal,PRJ-2024-002-SOV-01,8,0,72.0,1.42,Floor 22,1
PRJ-2024-002,2f1d6f34,2024-07-05,EMP-6238,Insulator,PRJ-2024-002-SOV-04,8,0,58.0,1.4,Floor 3,4
PRJ-2024-002,932ed88e,2024-07-05,EMP-2764,Helper/Laborer,PRJ-2024-002-SOV-03,8,0,32.0,1.35,Floor 9,3
PRJ-2024-002,69cde364,2024-07-05,EMP-7513,Journeyman Pipefitter,PRJ-2024-002-SOV-05,8,0,74.5,1.42,Floor 15,5
PRJ-2024-002,4f1b02e7,2024-07-05,EMP-1229,Controls Technician,PRJ-2024-002-SOV-01,8,0,68.0,1.4,Floor 22,1
PRJ-2024-002,7da822a3,2024-07-05,EMP-6784,Foreman,PRJ-2024-002-SOV-05,8,4,85.5,1.42,Floor 17,5
PRJ-2024-002,f844a21c,2024-07-05,EMP-3858,Apprentice 2nd Year,PRJ-2024-002-SOV-04,8,0,38.0,1.38,Floor 16,4
PRJ-2024-002,0bb6a8f3,2024-07-05,EMP-7456,Journeyman Pipefitter,PRJ-2024-002-SOV-03,8,0,74.5,1.42,Floor 14,3
PRJ-2024-002,7404477b,2024-07-05,EMP-5872,Apprentice 2nd Year,PRJ-2024-002-SOV-03,8,0,38.0,1.38,Floor 17,3
PRJ-2024-002,dc7c5804,2024-07-05,EMP-6657,Apprentice 4th Year,PRJ-2024-002-SOV-02,8,0,52.0,1.38,Floor 4,2
PRJ-2024-002,f4426dcc,2024-07-05,EMP-3544,Apprentice 4th Year,PRJ-2024-002-SOV-04,8,4,52.0,1.38,Floor 11,4
PRJ-2024-002,4d54fa44,2024-07-05,EMP-5194,Apprentice 2nd Year,PRJ-2024-002-SOV-01,8,0,38.0,1.38,Floor 7,1
PRJ-2024-002,b3e734ac,2024-07-05,EMP-8590,Apprentice 2nd Year,PRJ-2024-002-SOV-02,8,0,38.0,1.38,Floor 12,2
PRJ-2024-002,ab763050,2024-07-05,EMP-4484,Journeyman Sheet Metal,PRJ-2024-002-SOV-04,8,0,72.0,1.42,Floor 9,4
PRJ-2024-002,d2f1bcfc,2024-07-05,EMP-6485,Apprentice 2nd Year,PRJ-2024-002-SOV-02,8,0,38.0,1.38,Floor 18,2
PRJ-2024-002,ad8847b9,2024-07-08,EMP-8886,Controls Technician,PRJ-2024-002-SOV-04,8,2,68.0,1.4,Floor 9,4
PRJ-2024-002,b88ce01e,2024-07-08,EMP-7755,Foreman,PRJ-2024-002-SOV-04,8,0,85.5,1.42,Floor 20,4
PRJ-2024-002,3f871304,2024-07-08,EMP-3483,Journeyman Sheet Metal,PRJ-2024-002-SOV-04,8,0,72.0,1.42,Floor 3,4
PRJ-2024-002,961b7e0a,2024-07-08,EMP-5748,Insulator,PRJ-2024-002-SOV-04,8,2,58.0,1.4,Floor 8,4
PRJ-2024-002,88201a89,2024-07-08,EMP-5013,Apprentice 2nd Year,PRJ-2024-002-SOV-03,8,0,38.0,1.38,Floor 2,3
PRJ-2024-002,41652dc3,2024-07-08,EMP-7338,Helper/Laborer,PRJ-2024-002-SOV-02,8,0,32.0,1.35,Floor 19,2
PRJ-2024-002,73576f2d,2024-07-08,EMP-6339,Journeyman Pipefitter,PRJ-2024-002-SOV-03,8,0,74.5,1.42,Floor 18,3
PRJ-2024-002,3c087f7c,2024-07-08,EMP-9021,Apprentice 4th Year,PRJ-2024-002-SOV-04,8,0,52.0,1.38,Floor 7,4
PRJ-2024-002,ff4e1e1a,2024-07-08,EMP-2533,Apprentice 4th Year,PRJ-2024-002-SOV-03,8,0,52.0,1.38,Floor 2,3
PRJ-2024-002,5068dd77,2024-07-08,EMP-5874,Journeyman Sheet Metal,PRJ-2024-002-SOV-04,8,0,72.0,1.42,Floor 15,4
PRJ-2024-002,1ccefad3,2024-07-08,EMP-2179,Apprentice 2nd Year,PRJ-2024-002-SOV-04,8,0,38.0,1.38,Floor 6,4
PRJ-2024-002,60b62cb5,2024-07-08,EMP-7633,Apprentice 2nd Year,PRJ-2024-002-SOV-04,8,2,38.0,1.38,Floor 22,4
PRJ-2024-002,46180913,2024-07-08,EMP-3884,Journeyman Sheet Metal,PRJ-2024-002-SOV-02,8,4,72.0,1.42,Floor 15,2
PRJ-2024-002,9e927404,2024-07-08,EMP-4653,Journeyman Pipefitter,PRJ-2024-002-SOV-03,8,0,74.5,1.42,Floor 19,3
PRJ-2024-002,fa138a53,2024-07-08,EMP-6519,Journeyman Sheet Metal,PRJ-2024-002-SOV-01,10,0,72.0,1.42,Floor 13,1
PRJ-2024-002,97100124,2024-07-09,EMP-1908,Apprentice 4th Year,PRJ-2024-002-SOV-04,8,0,52.0,1.38,Floor 10,4
PRJ-2024-002,4760791e,2024-07-09,EMP-6962,Foreman,PRJ-2024-002-SOV-05,8,2,85.5,1.42,Floor 7,5
PRJ-2024-002,59088f8f,2024-07-09,EMP-5036,Insulator,PRJ-2024-002-SOV-04,8,0,58.0,1.4,Floor 20,4
PRJ-2024-002,58008aff,2024-07-09,EMP-3673,Helper/Laborer,PRJ-2024-002-SOV-04,8,0,32.0,1.35,Floor 20,4
PRJ-2024-002,424507bb,2024-07-09,EMP-8219,Journeyman Sheet Metal,PRJ-2024-002-SOV-03,8,0,72.0,1.42,Floor 15,3
PRJ-2024-002,00098ef4,2024-07-09,EMP-5885,Apprentice 2nd Year,PRJ-2024-002-SOV-04,8,0,38.0,1.38,Floor 17,4
PRJ-2024-002,5cf0c06c,2024-07-09,EMP-8769,Controls Technician,PRJ-2024-002-SOV-05,8,0,68.0,1.4,Floor 3,5
PRJ-2024-002,43982a4d,2024-07-09,EMP-7294,Journeyman Pipefitter,PRJ-2024-002-SOV-02,8,0,74.5,1.42,Floor 20,2
PRJ-2024-002,f1a23241,2024-07-09,EMP-9996,Journeyman Sheet Metal,PRJ-2024-002-SOV-05,8,0,72.0,1.42,Floor 6,5
PRJ-2024-002,b8494be2,2024-07-09,EMP-5051,Apprentice 4th Year,PRJ-2024-002-SOV-04,8,2,52.0,1.38,Floor 7,4
PRJ-2024-002,ad4a6a7c,2024-07-09,EMP-9344,Journeyman Sheet Metal,PRJ-2024-002-SOV-01,8,0,72.0,1.42,Floor 19,1
PRJ-2024-002,84e372c2,2024-07-09,EMP-1322,Apprentice 2nd Year,PRJ-2024-002-SOV-02,8,0,38.0,1.38,Floor 6,2
PRJ-2024-002,f60aa6a1,2024-07-09,EMP-9777,Apprentice 4th Year,PRJ-2024-002-SOV-01,8,0,52.0,1.38,Floor 10,1
PRJ-2024-002,cd47b689,2024-07-09,EMP-3218,Journeyman Sheet Metal,PRJ-2024-002-SOV-01,8,0,72.0,1.42,Floor 20,1
PRJ-2024-002,b925f21a,2024-07-10,EMP-6973,Apprentice 2nd Year,PRJ-2024-002-SOV-04,8,0,38.0,1.38,Floor 11,4
PRJ-2024-002,ec16e9ad,2024-07-10,EMP-7039,Journeyman Sheet Metal,PRJ-2024-002-SOV-05,8,0,72.0,1.42,Floor 12,5
PRJ-2024-002,867bc7f4,2024-07-10,EMP-9032,Controls Technician,PRJ-2024-002-SOV-02,8,0,68.0,1.4,Floor 22,2
PRJ-2024-002,20c19c6c,2024-07-10,EMP-4194,Journeyman Pipefitter,PRJ-2024-002-SOV-01,8,0,74.5,1.42,Floor 1,1
PRJ-2024-002,f17c56be,2024-07-10,EMP-3905,Foreman,PRJ-2024-002-SOV-02,8,0,85.5,1.42,Floor 20,2
PRJ-2024-002,2586f6c8,2024-07-10,EMP-3354,Helper/Laborer,PRJ-2024-002-SOV-02,8,0,32.0,1.35,Floor 18,2
PRJ-2024-002,2dea4519,2024-07-10,EMP-7136,Insulator,PRJ-2024-002-SOV-04,8,0,58.0,1.4,Floor 7,4
PRJ-2024-002,83f95162,2024-07-10,EMP-7716,Apprentice 4th Year,PRJ-2024-002-SOV-03,8,0,52.0,1.38,Floor 10,3
PRJ-2024-002,4e46ec37,2024-07-10,EMP-6075,Journeyman Sheet Metal,PRJ-2024-002-SOV-04,8,0,72.0,1.42,Floor 16,4
PRJ-2024-002,c59bf3d0,2024-07-11,EMP-1807,Insulator,PRJ-2024-002-SOV-05,8,0,58.0,1.4,Floor 17,5
PRJ-2024-002,2c817bed,2024-07-11,EMP-6178,Journeyman Pipefitter,PRJ-2024-002-SOV-05,8,4,74.5,1.42,Floor 13,5
PRJ-2024-002,d6346559,2024-07-11,EMP-1418,Controls Technician,PRJ-2024-002-SOV-03,8,0,68.0,1.4,Floor 22,3
PRJ-2024-002,0cc5bd06,2024-07-11,EMP-6243,Helper/Laborer,PRJ-2024-002-SOV-03,8,0,32.0,1.35,Floor 17,3
PRJ-2024-002,ba36147b,2024-07-11,EMP-8970,Apprentice 2nd Year,PRJ-2024-002-SOV-01,8,4,38.0,1.38,Floor 20,1
PRJ-2024-002,021a922d,2024-07-11,EMP-9184,Foreman,PRJ-2024-002-SOV-04,8,0,85.5,1.42,Floor 14,4
PRJ-2024-002,2051cab8,2024-07-11,EMP-9979,Journeyman Sheet Metal,PRJ-2024-002-SOV-01,8,0,72.0,1.42,Floor 14,1
PRJ-2024-002,fbd2ca72,2024-07-11,EMP-5844,Apprentice 4th Year,PRJ-2024-002-SOV-04,8,0,52.0,1.38,Floor 13,4
PRJ-2024-002,eb30a0ac,2024-07-11,EMP-5920,Journeyman Pipefitter,PRJ-2024-002-SOV-03,8,0,74.5,1.42,Floor 15,3
PRJ-2024-002,e3948d7b,2024-07-11,EMP-4749,Journeyman Sheet Metal,PRJ-2024-002-SOV-04,8,0,72.0,1.42,Floor 7,4
PRJ-2024-002,d34ce77e,2024-07-11,EMP-3559,Journeyman Sheet Metal,PRJ-2024-002-SOV-04,8,0,72.0,1.42,Floor 14,4
PRJ-2024-002,0bbd552a,2024-07-11,EMP-2216,Journeyman Sheet Metal,PRJ-2024-002-SOV-02,8,0,72.0,1.42,Floor 12,2
PRJ-2024-002,5327014f,2024-07-12,EMP-2889,Journeyman Pipefitter,PRJ-2024-002-SOV-03,4,0,74.5,1.42,Floor 20,3
PRJ-2024-002,2a469960,2024-07-12,EMP-5136,Journeyman Sheet Metal,PRJ-2024-002-SOV-03,8,2,72.0,1.42,Floor 16,3
PRJ-2024-002,35ae9c0a,2024-07-12,EMP-7997,Apprentice 4th Year,PRJ-2024-002-SOV-02,6,0,52.0,1.38,Floor 6,2
PRJ-2024-002,6932fc37,2024-07-12,EMP-8975,Helper/Laborer,PRJ-2024-002-SOV-05,8,4,32.0,1.35,Floor 15,5
PRJ-2024-002,9fc05b7a,2024-07-12,EMP-1263,Insulator,PRJ-2024-002-SOV-02,8,0,58.0,1.4,Floor 19,2
PRJ-2024-002,1272d22b,2024-07-12,EMP-2881,Apprentice 2nd Year,PRJ-2024-002-SOV-05,8,0,38.0,1.38,Floor 20,5
PRJ-2024-002,daf96dd8,2024-07-12,EMP-8941,Controls Technician,PRJ-2024-002-SOV-05,8,4,68.0,1.4,Floor 8,5
PRJ-2024-002,8b78f7ef,2024-07-12,EMP-8228,Foreman,PRJ-2024-002-SOV-04,8,0,85.5,1.42,Floor 21,4
PRJ-2024-002,8021bc16,2024-07-15,EMP-3966,Controls Technician,PRJ-2024-002-SOV-04,8,0,68.0,1.4,Floor 11,4
PRJ-2024-002,ecd3905f,2024-07-15,EMP-5549,Apprentice 2nd Year,PRJ-2024-002-SOV-04,8,0,38.0,1.38,Floor 8,4
PRJ-2024-002,48c8250a,2024-07-15,EMP-9316,Apprentice 4th Year,PRJ-2024-002-SOV-04,4,0,52.0,1.38,Floor 9,4
PRJ-2024-002,9ebe7397,2024-07-15,EMP-2191,Journeyman Pipefitter,PRJ-2024-002-SOV-05,8,0,74.5,1.42,Floor 20,5
PRJ-2024-002,1efc9ce9,2024-07-15,EMP-9505,Insulator,PRJ-2024-002-SOV-01,8,0,58.0,1.4,Floor 16,1
PRJ-2024-002,fd2915e4,2024-07-15,EMP-9812,Helper/Laborer,PRJ-2024-002-SOV-03,8,0,32.0,1.35,Floor 8,3
PRJ-2024-002,3c94ebf0,2024-07-15,EMP-1663,Journeyman Sheet Metal,PRJ-2024-002-SOV-02,8,0,72.0,1.42,Floor 21,2
PRJ-2024-002,36f10b65,2024-07-15,EMP-1201,Foreman,PRJ-2024-002-SOV-01,8,0,85.5,1.42,Floor 11,1
PRJ-2024-002,daa07730,2024-07-15,EMP-4770,Journeyman Sheet Metal,PRJ-2024-002-SOV-03,8,0,72.0,1.42,Floor 13,3
PRJ-2024-002,1792b0c5,2024-07-15,EMP-6284,Journeyman Pipefitter,PRJ-2024-002-SOV-03,8,0,74.5,1.42,Floor 19,3
PRJ-2024-002,8ae799a5,2024-07-15,EMP-4029,Journeyman Sheet Metal,PRJ-2024-002-SOV-01,8,0,72.0,1.42,Floor 10,1
PRJ-2024-002,c1343f1e,2024-07-15,EMP-2689,Apprentice 4th Year,PRJ-2024-002-SOV-04,8,4,52.0,1.38,Floor 5,4
PRJ-2024-002,03a39a64,2024-07-15,EMP-1906,Apprentice 4th Year,PRJ-2024-002-SOV-02,8,0,52.0,1.38,Floor 14,2
PRJ-2024-002,a7e3c99c,2024-07-15,EMP-4190,Apprentice 4th Year,PRJ-2024-002-SOV-03,8,0,52.0,1.38,Floor 12,3
PRJ-2024-002,6c87281a,2024-07-15,EMP-9875,Apprentice 2nd Year,PRJ-2024-002-SOV-05,8,0,38.0,1.38,Floor 1,5
PRJ-2024-002,efd0992e,2024-07-15,EMP-9253,Journeyman Sheet Metal,PRJ-2024-002-SOV-05,8,0,72.0,1.42,Floor 6,5
PRJ-2024-002,7082582e,2024-07-16,EMP-7961,Insulator,PRJ-2024-002-SOV-04,8,0,58.0,1.4,Floor 8,4
PRJ-2024-002,ddd09985,2024-07-16,EMP-4596,Foreman,PRJ-2024-002-SOV-01,8,0,85.5,1.42,Floor 19,1
PRJ-2024-002,9e59732a,2024-07-16,EMP-7304,Apprentice 2nd Year,PRJ-2024-002-SOV-05,8,0,38.0,1.38,Floor 14,5
PRJ-2024-002,ef22b4a2,2024-07-16,EMP-9168,Apprentice 4th Year,PRJ-2024-002-SOV-01,8,0,52.0,1.38,Floor 17,1
PRJ-2024-002,ed74fa27,2024-07-16,EMP-1905,Controls Technician,PRJ-2024-002-SOV-03,8,0,68.0,1.4,Floor 22,3
PRJ-2024-002,9a463cb2,2024-07-16,EMP-1759,Journeyman Pipefitter,PRJ-2024-002-SOV-03,8,0,74.5,1.42,Floor 15,3
PRJ-2024-002,58b0d1ee,2024-07-16,EMP-1445,Journeyman Sheet Metal,PRJ-2024-002-SOV-02,8,0,72.0,1.42,Floor 22,2
PRJ-2024-002,6bb2c018,2024-07-16,EMP-4789,Helper/Laborer,PRJ-2024-002-SOV-01,8,4,32.0,1.35,Floor 6,1
PRJ-2024-002,aad8bce3,2024-07-16,EMP-9467,Journeyman Pipefitter,PRJ-2024-002-SOV-02,8,0,74.5,1.42,Floor 6,2
PRJ-2024-002,9fe82e40,2024-07-17,EMP-8246,Apprentice 2nd Year,PRJ-2024-002-SOV-04,8,0,38.0,1.38,Floor 6,4
PRJ-2024-002,ec544e81,2024-07-17,EMP-2483,Apprentice 4th Year,PRJ-2024-002-SOV-03,8,0,52.0,1.38,Floor 19,3
PRJ-2024-002,d4362bdf,2024-07-17,EMP-9205,Journeyman Sheet Metal,PRJ-2024-002-SOV-05,10,0,72.0,1.42,Floor 10,5
PRJ-2024-002,8f860c0c,2024-07-17,EMP-4284,Foreman,PRJ-2024-002-SOV-01,8,0,85.5,1.42,Floor 18,1
PRJ-2024-002,d4711afd,2024-07-17,EMP-6549,Journeyman Pipefitter,PRJ-2024-002-SOV-01,8,0,74.5,1.42,Floor 20,1
PRJ-2024-002,a2b3011d,2024-07-17,EMP-7077,Insulator,PRJ-2024-002-SOV-04,8,2,58.0,1.4,Floor 2,4
PRJ-2024-002,8773cb89,2024-07-17,EMP-6721,Controls Technician,PRJ-2024-002-SOV-04,8,0,68.0,1.4,Floor 3,4
